domain	phylum	class	order	family	genus	species	OTU
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_263
?	?	?	?	?	?	?	OTU_264
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?	OTU_265
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	?	?	OTU_266
Bacteria	Firmicutes	Clostridia	Clostridiales	?	?	?	OTU_267
?	?	?	?	?	?	?	OTU_268
Bacteria	?	?	?	?	?	?	OTU_269
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	?	OTU_270
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	?	OTU_271
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?	OTU_272
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	?	OTU_273
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	?	OTU_274
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	?	?	OTU_275
Bacteria	Firmicutes	Clostridia	?	?	?	?	OTU_276
Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?	OTU_277
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	?	OTU_278
Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella	?	OTU_279
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?	OTU_280
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Parvimonas	?	OTU_281
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?	OTU_282
Bacteria	?	?	?	?	?	?	OTU_283
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	?	OTU_284
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	?	OTU_285
Bacteria	?	?	?	?	?	?	OTU_286
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	?	?	?	OTU_287
Bacteria	?	?	?	?	?	?	OTU_288
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?	OTU_289
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?	OTU_290
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?	OTU_291
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	?	OTU_292
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?	OTU_293
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_294
Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Bradymonas	?	OTU_295
?	?	?	?	?	?	?	OTU_296
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium	?	OTU_297
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?	OTU_298
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	?	OTU_299
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus	?	OTU_300
?	?	?	?	?	?	?	OTU_301
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	?	OTU_302
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	?	OTU_303
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Parvimonas	?	OTU_304
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Tissierella	?	OTU_305
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	?	?	OTU_306
Bacteria	?	?	?	?	?	?	OTU_307
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_308
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?	OTU_309
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_310
Bacteria	SR1	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	?	OTU_311
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_312
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	?	?	OTU_313
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	?	OTU_314
?	?	?	?	?	?	?	OTU_315
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus	?	OTU_316
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	?	?	OTU_317
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	?	OTU_318
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	?	OTU_319
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_320
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	?	OTU_321
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	?	OTU_322
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?	OTU_323
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?	OTU_324
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	?	OTU_325
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_326
Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?	OTU_327
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	?	?	OTU_328
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?	OTU_329
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	?	OTU_330
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?	OTU_331
?	?	?	?	?	?	?	OTU_332
?	?	?	?	?	?	?	OTU_333
?	?	?	?	?	?	?	OTU_334
?	?	?	?	?	?	?	OTU_335
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	?	OTU_336
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	?	OTU_337
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?	OTU_338
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	?	OTU_339
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	?	OTU_340
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Kytococcus	?	OTU_341
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	Mogibacterium	?	OTU_342
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	?	OTU_343
Bacteria	?	?	?	?	?	?	OTU_344
Bacteria	?	?	?	?	?	?	OTU_345
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?	OTU_346
Bacteria	?	?	?	?	?	?	OTU_347
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	?	?	?	OTU_348
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Parvimonas	?	OTU_349
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	?	OTU_350
Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Family I	Family I	GpI	?	OTU_351
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?	OTU_352
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?	OTU_353
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	?	OTU_354
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	?	OTU_355
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	?	OTU_356
Bacteria	Bacteroidetes	?	?	?	?	?	OTU_357
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	?	OTU_358
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	?	OTU_359
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?	OTU_360
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	?	OTU_361
Bacteria	Firmicutes	Bacilli	Bacillales	?	?	?	OTU_362
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	?	?	OTU_363
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_364
?	?	?	?	?	?	?	OTU_365
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	?	OTU_366
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	?	?	OTU_367
Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?	OTU_368
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Anoxybacillus	?	OTU_369
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	?	OTU_370
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?	OTU_371
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	?	?	OTU_372
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	?	OTU_373
Bacteria	?	?	?	?	?	?	OTU_374
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?	OTU_375
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	?	OTU_376
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Parvimonas	?	OTU_377
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	?	OTU_378
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_379
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?	OTU_380
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	?	OTU_381
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?	OTU_382
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_383
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	?	?	OTU_384
Bacteria	?	?	?	?	?	?	OTU_385
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	?	OTU_386
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	?	OTU_387
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?	OTU_388
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	?	OTU_389
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus	?	OTU_390
Bacteria	Firmicutes	Clostridia	Clostridiales	?	?	?	OTU_391
?	?	?	?	?	?	?	OTU_392
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	?	OTU_393
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?	OTU_394
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus	?	OTU_395
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?	OTU_396
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	?	?	OTU_397
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus	?	OTU_398
Bacteria	?	?	?	?	?	?	OTU_399
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?	OTU_400
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?	OTU_401
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_402
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	?	OTU_403
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella	?	OTU_404
?	?	?	?	?	?	?	OTU_405
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?	OTU_406
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	?	?	OTU_407
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	?	?	OTU_408
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?	OTU_409
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	?	OTU_410
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	?	OTU_411
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_412
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	?	OTU_413
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroglobus	?	OTU_414
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Centipeda	?	OTU_415
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	?	OTU_416
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?	OTU_417
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	?	OTU_418
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	?	?	OTU_419
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae Sedis XI	Gemella	?	OTU_420
?	?	?	?	?	?	?	OTU_421
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?	OTU_422
?	?	?	?	?	?	?	OTU_423
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?	OTU_424
?	?	?	?	?	?	?	OTU_425
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	?	OTU_426
Bacteria	?	?	?	?	?	?	OTU_427
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?	OTU_428
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	?	OTU_429
Bacteria	Bacteroidetes	?	?	?	?	?	OTU_430
Bacteria	?	?	?	?	?	?	OTU_431
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?	OTU_432
Bacteria	?	?	?	?	?	?	OTU_433
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus	?	OTU_434
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	?	OTU_435
Bacteria	?	?	?	?	?	?	OTU_436
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?	OTU_437
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	?	OTU_438
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?	OTU_439
Bacteria	Firmicutes	Clostridia	Clostridiales	?	?	?	OTU_440
?	?	?	?	?	?	?	OTU_441
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	?	OTU_442
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_443
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?	OTU_444
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?	OTU_445
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?	OTU_446
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Zimmermannella	?	OTU_447
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	?	OTU_448
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?	OTU_449
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	?	?	?	OTU_450
Bacteria	Firmicutes	?	?	?	?	?	OTU_451
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?	OTU_452
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	?	OTU_453
?	?	?	?	?	?	?	OTU_454
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	?	OTU_455
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	?	OTU_456
?	?	?	?	?	?	?	OTU_457
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_458
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	?	OTU_459
Bacteria	?	?	?	?	?	?	OTU_460
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	?	OTU_461
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	?	OTU_462
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	?	?	OTU_463
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	?	OTU_464
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?	OTU_465
?	?	?	?	?	?	?	OTU_466
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus	?	OTU_467
Bacteria	?	?	?	?	?	?	OTU_468
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	?	?	OTU_469
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Centipeda	?	OTU_470
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	?	OTU_471
Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	?	OTU_472
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	?	?	?	OTU_473
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?	OTU_474
Bacteria	Firmicutes	?	?	?	?	?	OTU_475
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?	OTU_476
?	?	?	?	?	?	?	OTU_477
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	?	OTU_478
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	?	OTU_479
Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	?	OTU_480
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroglobus	?	OTU_481
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Daeguia	?	OTU_482
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?	OTU_483
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	?	OTU_484
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	?	OTU_485
Bacteria	?	?	?	?	?	?	OTU_486
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	?	OTU_487
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?	OTU_488
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharomonospora	?	OTU_489
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_490
Bacteria	?	?	?	?	?	?	OTU_491
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_492
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?	OTU_493
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_494
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	?	OTU_495
Bacteria	?	?	?	?	?	?	OTU_496
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?	OTU_497
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	?	OTU_498
Bacteria	?	?	?	?	?	?	OTU_499
Bacteria	?	?	?	?	?	?	OTU_500
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	?	OTU_501
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?	OTU_502
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus	?	OTU_503
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	?	OTU_504
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	?	OTU_505
?	?	?	?	?	?	?	OTU_506
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	?	OTU_507
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	?	OTU_508
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	?	OTU_509
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	?	OTU_510
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?	OTU_511
?	?	?	?	?	?	?	OTU_512
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	?	OTU_513
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	?	OTU_514
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	?	?	?	OTU_515
Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella	?	OTU_516
Bacteria	Bacteroidetes	?	?	?	?	?	OTU_517
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	?	OTU_518
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	?	OTU_519
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	?	?	OTU_520
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae Sedis XII	Exiguobacterium	?	OTU_521
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?	OTU_522
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?	OTU_523
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	?	OTU_524
Bacteria	?	?	?	?	?	?	OTU_525
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?	OTU_526
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?	OTU_527
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	?	OTU_528
Bacteria	?	?	?	?	?	?	OTU_529
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?	OTU_530
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?	OTU_531
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	?	OTU_532
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?	OTU_533
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	?	OTU_534
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	?	OTU_535
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	?	?	OTU_536
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter	?	OTU_537
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?	OTU_538
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	?	OTU_539
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	?	OTU_540
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	?	?	OTU_541
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?	OTU_542
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Anoxybacillus	?	OTU_543
Bacteria	?	?	?	?	?	?	OTU_544
?	?	?	?	?	?	?	OTU_545
?	?	?	?	?	?	?	OTU_546
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	?	OTU_547
