OTU	NTC	ad1-018	ad1-021	ad1-022	ad1-028	ad1-030	ad1-031	ad1-038	ad1-040	ad1-041	ad2-001	ad2-003	ad2-005	ad2-006	ad2-007	ad2-008	ad2-009	ad2-010	ad2-011	ad2-012	ad2-013	ad2-014	ad2-015	ad2-016	ad2-018	ad2-019	ad2-021	ad2-022	ad2-023	ad2-025	ad2-029	ad2-030	ad2-031	ad2-032	ad2-034	ad2-035	ad2-036	ad2-038	ad2-039	ad2-040	ad2-043	ad2-045	ad2-047	ad3-001	ad3-003	ad3-004	ad3-008	ad3-015	ad3-018	ad3-029	ad3-033
OTU_27	0	2	0	1	1	18	0	1	11	1	6	0	1	1	0	18	15	2	283	37	2	3545	1	0	0	0	4	50	8	2	1	105	9	21	6	7	4	0	1	0	1	0	6	0	5	17	6	1	144	40	49
OTU_28	23	0	0	10	1375	21	0	0	0	368	12	70	5	160	40	22	0	45	20	79	1	0	23	29	205	240	0	8	8	55	6	0	6	118	0	4	36	90	1	22	6	79	796	21	65	31	229	0	49	5	1
OTU_29	0	0	0	347	181	251	0	0	0	41	95	88	32	27	105	94	0	44	9	0	0	46	145	21	421	233	0	3	19	124	39	205	3	69	0	228	41	121	30	85	49	112	204	1	16	22	106	2	36	0	5
OTU_30	0	0	0	0	0	3033	1	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	32	33	0	0	0	0	0	186	0	0	49	0	0	17	0	40	0	3	0	0	0	0	0	0	7	0	0	0	0
OTU_31	0	0	13	2	4	6	0	1	1	28	18	0	4	1	0	47	12	3	2758	29	6	0	0	0	0	1	1	200	25	8	2	1	0	93	0	16	2	3	0	12	0	5	2	0	4	3	1	6	18	89	2
OTU_32	237	0	0	2	1370	0	0	0	0	4	69	71	4	513	9	92	0	4	27	10	0	0	10	5	1	11	4	0	1	26	0	0	41	1	0	42	418	13	89	6	0	236	19	0	29	4	2	0	0	0	0
OTU_33	0	0	0	126	401	22	0	0	0	10	79	148	5	4	83	229	0	0	177	0	0	19	53	15	552	352	48	0	2	34	6	11	0	10	0	23	13	39	18	15	20	39	0	1	359	16	4	0	421	0	0
OTU_34	0	0	0	0	0	26	0	0	0	13	328	5	12	0	113	133	0	334	2	3	0	7	13	218	8	185	0	3	24	23	31	0	3	10	0	160	27	130	41	912	21	295	2	0	103	53	99	0	1	0	0
OTU_35	0	0	0	40	616	4	0	0	0	0	18	118	8	2	54	252	0	0	548	15	0	0	25	5	161	117	19	0	9	39	42	40	0	8	0	58	23	32	12	15	16	47	7	0	136	64	7	0	574	0	0
OTU_36	0	0	0	142	214	1253	0	0	0	0	3	9	0	0	72	21	0	52	18	0	0	0	35	87	96	2	1	0	6	140	215	0	0	27	0	161	1	53	7	6	142	227	12	0	16	52	25	0	0	0	0
OTU_37	0	0	0	65	106	756	0	0	0	26	16	77	3	141	77	0	0	76	12	3	0	1	97	115	104	0	1	0	0	483	119	30	2	47	0	72	7	85	5	22	13	93	27	33	47	87	56	0	94	0	0
OTU_38	0	0	0	0	16	132	0	0	0	0	26	1	4	0	40	49	0	125	19	15	0	0	3	300	3	19	0	7	13	61	26	16	0	6	0	695	35	45	22	321	75	142	6	0	51	53	571	1	0	0	4
OTU_39	0	0	0	154	116	7	0	0	0	4	12	127	22	0	34	439	0	0	109	0	0	10	13	0	168	0	13	0	9	37	34	1	6	6	0	0	0	53	34	222	31	0	0	0	368	0	0	0	776	0	0
OTU_40	0	0	5	28	105	1154	0	0	0	61	43	47	9	0	77	16	0	14	26	0	1	8	25	121	49	6	0	0	35	151	45	0	8	42	0	126	0	91	19	39	42	121	7	0	51	72	57	0	4	0	0
OTU_41	0	1	0	14	761	19	0	0	0	4	4	120	7	48	116	11	0	318	3	186	0	13	64	41	62	54	0	14	17	2	46	0	15	22	0	79	73	30	13	11	32	174	130	0	86	14	42	0	0	0	1
OTU_42	56	0	0	24	205	21	0	0	0	91	75	11	20	17	205	141	0	53	62	124	0	2	46	188	35	87	1	2	5	50	97	0	2	73	0	0	107	11	34	46	14	265	21	40	24	194	6	0	7	18	3
OTU_43	0	0	0	110	47	1047	0	0	0	23	16	48	2	0	27	34	10	8	2	0	0	2	29	106	14	58	0	0	2	134	182	0	0	64	0	81	9	56	6	18	69	130	11	0	28	0	68	0	0	0	0
OTU_44	0	0	0	60	86	158	1	0	0	6	15	25	2	94	101	9	0	77	6	0	0	3	100	36	27	177	1	0	0	98	65	0	5	42	0	112	10	36	11	30	28	105	14	25	7	46	23	0	761	0	0
OTU_45	0	0	0	87	47	444	0	0	0	0	18	49	11	0	128	0	0	2	18	4	0	3	94	82	5	40	1	0	38	395	86	0	34	25	0	236	2	109	15	47	11	81	1	0	50	72	44	1	62	0	2
OTU_46	0	0	0	2	0	46	0	0	0	0	127	7	5	0	80	0	0	0	150	12	1	8	325	42	248	128	0	0	0	58	49	0	0	0	0	64	0	18	7	120	39	386	0	0	130	7	102	0	64	0	0
OTU_47	1	335	0	27	25	5	0	28	2	59	0	0	77	0	0	2	0	0	0	4	2	195	0	0	0	0	81	61	0	0	0	235	2	48	131	37	3	0	2	0	11	0	0	0	0	1	0	6	70	13	737
OTU_48	431	0	0	6	988	12	0	0	0	25	0	19	8	33	33	0	0	47	25	0	0	23	8	8	13	4	1	17	4	18	6	0	1	42	0	65	16	29	7	39	4	56	1	0	20	8	4	3	52	0	0
OTU_49	0	0	0	21	40	794	0	0	0	1	0	0	0	70	0	0	0	18	0	0	0	0	23	55	0	0	0	0	0	512	146	0	0	146	0	0	0	147	0	11	0	5	32	0	2	0	21	1	0	0	0
OTU_50	0	0	0	29	61	5	0	0	0	0	214	196	4	39	109	174	0	2	131	6	0	8	11	3	98	157	13	3	6	37	104	7	0	12	0	0	3	73	20	14	16	63	5	2	85	0	1	0	304	0	0
OTU_51	0	14	2	0	7	9	0	10	67	17	11	0	0	0	2	22	255	1	6	338	19	30	0	0	4	4	10	140	34	1	1	20	41	289	23	45	99	0	10	8	8	2	31	0	0	29	27	1	34	0	2
OTU_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	1478
OTU_53	0	0	0	0	0	3	0	0	0	16	0	99	0	0	0	0	0	1	589	0	0	0	35	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	1	32	3	286	0	492	42	2	0	0	0	0
OTU_54	0	0	0	18	1	1	0	0	0	1	23	117	30	1	125	0	0	0	0	0	0	5	406	3	10	0	2	1	10	147	3	0	9	4	0	4	1	299	9	37	2	154	1	0	134	0	0	0	1	0	1
OTU_55	0	0	0	21	78	3	0	0	0	0	73	39	44	0	67	161	0	0	96	6	0	8	39	3	111	225	8	0	22	65	14	0	0	13	0	0	0	23	0	5	0	0	0	0	84	0	36	0	312	0	0
OTU_56	0	0	0	0	0	502	0	0	0	0	0	93	3	0	25	0	0	9	0	0	0	13	159	22	6	0	0	0	0	115	0	63	33	51	0	0	2	147	12	8	0	103	0	0	33	136	6	0	0	0	0
OTU_57	0	0	0	130	332	511	0	0	0	0	0	8	0	0	2	0	0	0	2	0	0	0	28	1	0	0	0	0	0	43	74	0	0	0	0	135	0	7	53	0	2	156	2	0	2	0	47	0	0	0	0
OTU_58	0	0	0	161	27	41	0	0	0	163	110	13	9	0	59	2	0	26	2	0	0	4	12	16	11	8	0	2	0	94	81	0	1	34	0	75	129	153	19	18	38	137	35	0	15	29	0	0	5	0	0
OTU_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1150	3	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	1
OTU_60	0	0	0	39	247	0	0	0	2	0	6	24	0	1	41	89	0	12	26	0	0	0	1	10	58	33	0	2	0	17	7	0	0	13	0	4	4	47	0	6	91	0	1	0	7	21	22	0	308	0	0
OTU_61	0	0	0	13	62	176	0	0	0	1	11	26	0	26	35	0	0	17	14	36	0	18	36	78	16	21	0	0	0	61	43	2	0	15	0	52	5	14	8	12	13	62	1	66	13	14	159	0	1	0	0
OTU_62	0	0	0	0	41	86	0	0	0	0	1	35	0	1	141	0	0	13	0	21	0	0	120	80	5	0	0	0	13	85	70	3	0	3	0	0	13	29	3	21	8	212	0	0	70	0	42	0	7	0	0
OTU_63	0	0	0	19	40	13	0	1	0	0	20	22	11	6	51	6	0	16	0	0	0	12	48	5	22	44	0	6	4	92	31	0	0	179	0	17	56	89	16	10	3	55	1	0	200	11	4	0	1	0	0
OTU_64	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	615
OTU_65	0	0	0	1	21	70	0	0	0	15	26	1	3	0	61	4	2	1	0	2	0	0	2	42	6	7	0	0	11	0	209	0	0	0	0	69	7	50	10	19	179	70	4	0	2	39	71	0	0	0	0
OTU_66	0	0	0	56	81	55	0	0	0	16	10	44	0	0	19	0	9	61	0	0	0	7	25	51	0	0	0	0	2	48	35	0	4	32	0	90	2	70	5	20	4	22	0	0	26	71	71	0	0	0	0
OTU_67	0	0	0	44	111	1	0	0	0	0	62	41	22	3	57	112	0	0	0	10	0	0	29	1	17	39	22	0	8	56	9	0	0	2	0	0	21	12	4	3	14	35	0	0	70	0	5	0	122	0	0
OTU_68	0	0	0	0	0	0	1	2	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	18	6	0	1	0	6	13	1	8	0	0	0	2	0	0	0	0	0	2	12	1	1	460	343
OTU_69	0	0	0	6	101	112	0	0	0	2	8	7	0	5	38	9	0	3	47	1	0	26	3	5	31	29	6	0	4	14	15	74	0	17	0	2	6	9	2	6	43	45	4	0	68	0	17	0	77	0	0
OTU_70	604	0	6	2	0	1	0	0	2	0	3	0	2	2	0	9	13	1	0	18	0	5	2	0	0	0	4	42	5	0	0	1	14	13	1	5	11	0	2	0	2	6	7	0	0	2	2	13	4	23	3
OTU_71	259	0	0	0	0	0	0	0	0	0	2	0	64	5	1	354	6	4	0	14	4	0	0	0	0	0	0	14	0	0	0	3	2	10	0	0	3	0	0	0	0	11	0	2	0	0	0	0	0	0	0
OTU_72	0	0	0	5	14	0	0	0	0	0	4	8	1	0	1	8	0	0	0	0	0	0	21	0	90	5	0	0	0	3	0	359	0	0	0	0	0	3	3	0	3	17	0	0	5	0	0	0	17	181	0
OTU_73	0	4	13	0	1	0	4	0	0	0	2	0	3	0	0	54	14	0	0	7	1	0	1	1	1	1	4	8	4	0	0	9	0	98	0	13	8	0	2	3	0	0	1	0	2	8	11	460	2	6	0
OTU_74	7	0	0	31	48	18	0	0	0	47	35	4	2	1	35	8	0	24	4	28	0	0	42	33	6	18	0	0	3	83	30	0	0	30	0	8	57	4	8	14	10	66	11	0	3	15	2	0	4	2	0
OTU_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	510
OTU_76	0	0	0	0	0	0	0	0	0	0	0	0	226	0	9	3	0	0	0	0	0	30	27	1	18	178	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	34	0	0	0	160	0	0
OTU_77	0	0	0	7	51	12	0	0	0	47	7	23	3	34	6	4	0	21	1	2	0	13	40	25	0	5	2	0	0	10	2	0	4	20	0	58	11	22	4	128	8	24	10	0	31	13	40	0	0	0	0
OTU_78	0	0	0	0	177	0	0	0	0	0	0	0	60	0	0	11	0	0	2	3	0	0	16	0	0	178	0	0	1	52	9	0	0	0	0	21	0	4	0	7	0	1	0	0	116	0	0	0	0	0	0
OTU_79	599	0	0	2	0	2	0	0	0	0	1	0	2	0	0	1	2	1	15	0	0	0	0	0	0	2	1	5	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	1	0	1	5	0	1
OTU_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_81	0	0	0	22	0	1	0	0	0	0	0	158	0	0	207	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	5	96	0	11	0	0	0	0	0	0
OTU_82	0	0	0	14	14	264	0	0	0	0	9	13	0	0	4	0	0	0	1	0	1	0	13	0	0	0	0	0	0	34	65	0	0	0	0	41	0	10	4	2	21	17	0	0	19	0	43	0	0	0	0
OTU_83	420	0	0	0	0	1	0	0	0	2	0	2	0	0	4	37	0	0	0	0	0	0	8	1	5	36	0	4	0	1	1	0	0	0	0	28	4	7	4	4	1	7	6	0	0	0	0	0	1	0	0
OTU_84	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	428
OTU_85	25	0	0	1	2	187	0	0	0	0	8	3	0	0	12	0	0	0	0	0	0	0	24	1	178	0	0	0	0	32	0	0	1	11	0	2	0	30	0	2	0	2	3	0	8	0	20	0	12	0	0
OTU_86	0	0	0	0	0	0	0	0	0	0	0	0	18	0	23	35	0	0	13	0	0	7	19	0	168	189	0	0	0	8	4	0	0	2	0	0	0	12	0	3	7	0	0	0	40	0	0	0	0	0	0
OTU_87	0	0	0	30	127	114	0	0	0	0	1	23	0	0	0	0	0	3	0	0	0	0	32	13	16	0	0	0	0	39	0	18	3	9	0	6	0	28	3	6	0	23	6	0	3	0	45	0	0	0	0
OTU_88	0	0	1	0	0	0	0	12	172	2	0	0	4	0	5	30	15	9	5	171	28	30	2	0	0	0	0	0	0	0	0	0	0	0	6	1	2	0	4	1	0	0	0	0	0	0	8	2	26	0	0
OTU_89	0	4	7	1	2	2	0	1	20	7	9	0	2	0	0	7	89	4	0	63	14	27	0	0	1	1	1	36	8	0	0	5	99	16	7	14	12	0	0	1	0	0	29	0	1	10	9	0	7	0	14
OTU_90	0	2	3	2	5	2	22	0	3	5	5	0	4	2	0	48	36	2	1	173	6	17	0	0	0	3	2	66	17	0	0	4	11	9	7	9	2	0	5	3	0	0	7	0	0	9	13	3	12	0	5
OTU_91	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	0	0	0	0	0	317	0	0	0	0	1	2	4	1	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	2	0	1	6	0	27	2	4	0	0	1	9	1	0	1	0	111	0	0	0	0
OTU_93	0	0	0	0	0	29	0	0	2	0	87	1	7	0	40	0	0	23	6	31	5	0	0	22	0	0	0	16	2	1	0	0	0	0	0	1	2	0	0	0	14	70	0	0	151	0	0	0	0	0	0
OTU_94	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_95	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	435	0	25	3	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_96	0	4	4	0	0	0	6	0	0	14	1	0	1	0	0	17	0	0	1	22	7	0	0	0	1	1	18	90	19	1	0	4	4	42	0	9	13	0	0	0	0	8	15	0	1	10	24	59	14	0	68
OTU_97	0	0	20	5	4	0	3	4	32	9	5	0	18	1	3	17	3	22	1	29	29	33	2	0	0	0	4	5	30	3	0	11	8	0	14	1	26	0	4	10	0	0	6	0	0	16	13	21	13	0	49
OTU_98	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	4	0	1	0	0	3	1	0	0	0	0	11	7	0	0	51	0	0	0	0	1	1	353	0
OTU_100	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_101	0	0	0	2	8	18	0	0	0	7	0	2	2	0	49	43	0	2	61	11	0	0	49	3	1	3	0	4	4	2	0	0	1	1	0	0	9	20	8	0	1	28	10	0	72	4	2	0	6	0	0
OTU_102	0	0	0	0	4	1	0	0	0	0	0	0	2	0	2	37	0	0	0	0	0	0	0	0	0	313	0	0	0	10	12	0	0	0	0	25	0	10	0	0	0	0	0	0	7	0	8	0	0	0	0
OTU_103	0	17	13	3	1	0	0	3	17	11	12	2	6	0	2	28	19	11	1	12	10	13	2	0	0	0	10	4	14	1	0	14	17	4	9	3	19	0	8	5	1	7	13	1	0	21	9	19	8	8	47
OTU_104	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	3	70	6	0	0	5	44	16	0	4	0	1	0	1	0	1	0	0	0	3	5	196	3	21	1
OTU_105	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_106	0	6	1	1	1	1	17	0	12	1	8	3	5	1	1	33	11	0	0	32	1	6	0	0	1	1	1	165	9	1	0	12	8	6	3	3	0	0	3	3	2	0	9	0	0	10	3	6	15	1	3
OTU_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	397	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_108	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_109	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	84	0	0	0	0	0	0	0	161	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	26	0	0	0	115	0	0	0	4	0	0
OTU_110	0	0	0	0	166	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	7	4	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	12	0	3	0	0
OTU_111	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_112	0	22	14	2	3	0	6	5	14	2	0	0	12	0	1	17	13	8	0	9	21	24	3	0	2	0	6	7	6	3	0	22	7	0	7	2	10	0	9	2	2	2	13	0	1	13	19	14	8	14	53
OTU_113	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	11	0	5	0	8	0	0	4	8	2	106	0	0	10	0	2	0	0	10	0	63	1	4	5	30	2	28	0	0	11	2	73	0	0	0	0
OTU_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_115	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_116	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_117	0	1	5	0	1	0	7	1	4	7	11	0	9	1	0	89	1	0	0	27	1	1	2	0	0	1	2	30	10	2	0	0	17	23	0	11	1	0	0	0	0	0	3	0	1	13	15	58	2	0	15
OTU_118	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	3	26	0	0	0	0	0	18	26	0	23	7	0	0	0	39	14	1	1	182	0	0	15	0	0	0	0	0	0
OTU_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	117	4	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	4	0	0	3	0	6
OTU_120	0	0	5	0	0	0	0	0	10	2	4	0	0	0	0	0	7	0	0	0	8	0	3	0	0	3	8	98	39	1	0	0	0	24	0	0	4	0	0	0	0	4	37	0	5	27	37	12	22	0	0
OTU_121	0	0	0	3	6	22	0	0	0	0	4	3	0	0	5	22	0	6	0	5	0	0	5	10	4	29	7	0	0	13	22	0	0	12	0	4	0	19	1	2	4	65	0	0	58	7	14	0	0	0	0
OTU_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_123	0	17	3	1	2	0	6	6	1	1	3	0	7	0	0	5	22	21	2	3	41	11	2	0	0	0	9	8	22	1	0	18	7	6	5	5	14	0	1	12	3	4	9	0	0	4	3	3	3	14	41
