OTU	NTC	ad1-018	ad1-021	ad1-022	ad1-028	ad1-030	ad1-031	ad1-038	ad1-040	ad1-041	ad2-001	ad2-003	ad2-005	ad2-006	ad2-007	ad2-008	ad2-009	ad2-010	ad2-011	ad2-012	ad2-013	ad2-014	ad2-015	ad2-016	ad2-018	ad2-019	ad2-021	ad2-022	ad2-023	ad2-025	ad2-029	ad2-030	ad2-031	ad2-032	ad2-034	ad2-035	ad2-036	ad2-038	ad2-039	ad2-040	ad2-043	ad2-045	ad2-047	ad3-001	ad3-003	ad3-004	ad3-008	ad3-015	ad3-018	ad3-029	ad3-033
OTU_124	0	0	0	7	0	2	0	1	0	25	1	0	0	2	6	16	2	1	0	0	0	0	7	7	0	1	6	0	8	10	6	0	0	35	0	28	36	23	0	9	12	63	14	0	3	9	0	0	3	0	0
OTU_125	0	0	1	1	0	0	0	0	0	14	2	0	0	1	51	3	0	0	14	0	0	39	20	20	30	0	2	5	7	3	4	0	1	18	0	0	5	25	2	18	17	8	1	0	14	2	7	0	5	0	0
OTU_126	0	0	0	5	0	292	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	3	0	0	0	0
OTU_127	0	0	0	1	34	110	0	0	0	5	10	2	0	0	12	3	0	0	2	0	0	7	0	4	0	30	3	0	1	0	2	0	0	0	0	4	1	0	1	0	5	28	1	0	5	23	7	0	35	0	0
OTU_128	0	0	0	1	52	106	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	19	2	0	0	0	0	0	14	27	0	0	0	0	35	0	9	23	0	2	26	0	0	0	0	13	0	0	0	0
OTU_129	0	0	0	2	10	3	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	9	1	0	15	2	0	0	0	4	2	0	0	5	0	0	0	2	2	6	4	2	0	242	1	0	1	0	0	0	0
OTU_130	0	0	0	27	0	124	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	1	3	16	57	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	2	0	12	0	0
OTU_131	0	0	0	0	0	25	0	0	0	0	13	1	0	0	51	0	0	4	0	0	0	0	6	6	1	16	0	1	0	6	0	0	0	0	0	8	11	14	0	27	10	106	0	0	5	0	0	0	0	0	0
OTU_132	0	0	0	0	11	0	0	0	0	7	12	2	0	0	30	5	0	0	0	4	0	0	0	21	6	8	0	0	4	1	42	0	0	1	0	24	2	13	10	3	28	29	2	0	0	18	23	0	1	0	0
OTU_133	0	0	0	5	18	7	0	0	0	0	4	6	0	0	3	32	0	0	28	0	0	5	28	2	36	9	6	0	0	8	5	15	0	0	0	0	0	1	1	2	4	24	0	0	6	5	2	0	38	0	0
OTU_134	0	0	0	0	16	1	0	0	0	0	0	3	0	75	5	33	0	2	3	0	0	0	9	1	6	6	6	0	0	1	12	0	0	10	0	5	16	3	2	2	1	8	2	0	0	0	0	0	66	0	0
OTU_135	0	0	0	0	2	10	0	0	0	1	0	0	5	5	7	0	2	0	2	14	0	0	5	5	0	5	0	4	4	25	0	0	0	26	0	0	0	0	0	0	5	62	62	1	42	0	0	0	0	0	0
OTU_136	0	5	0	3	0	5	0	2	5	1	0	0	3	0	0	25	5	0	2	17	4	1	0	0	2	1	0	45	17	0	0	53	3	19	1	11	2	0	0	3	2	4	4	0	2	15	5	1	9	0	12
OTU_137	0	0	0	28	20	22	0	0	0	13	0	7	0	0	5	0	1	13	0	0	0	0	10	18	1	0	0	0	3	57	32	0	0	2	0	0	13	0	0	1	2	16	20	0	2	1	1	0	0	0	0
OTU_138	0	0	0	6	28	0	0	0	0	0	0	13	11	49	22	11	0	2	0	0	0	0	1	3	1	18	0	4	5	4	11	0	0	9	0	0	0	0	0	17	15	8	0	0	15	8	1	0	22	0	0
OTU_139	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	256	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_140	0	10	6	0	0	0	2	0	7	1	4	0	9	2	0	17	5	4	2	21	8	6	2	0	0	0	5	5	5	2	1	17	9	4	1	3	4	0	4	2	2	5	9	0	1	12	7	23	4	22	22
OTU_141	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	260
OTU_142	0	1	0	0	10	7	0	0	0	3	1	0	0	0	22	10	0	0	0	0	0	2	0	0	25	0	2	2	2	0	2	3	0	22	0	24	2	0	12	0	0	30	0	37	16	0	8	0	25	0	0
OTU_143	0	0	0	8	93	68	0	0	0	0	1	4	2	0	0	0	0	0	2	0	0	2	1	13	0	2	0	1	0	12	0	4	0	1	0	7	1	11	0	2	2	7	0	1	2	0	12	0	2	0	0
OTU_144	0	0	0	4	3	21	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0
OTU_145	0	0	0	7	0	1	0	0	0	0	14	8	0	42	6	2	0	0	1	0	0	6	5	0	44	0	18	1	5	0	10	7	0	0	0	0	3	24	0	10	0	5	0	0	22	0	2	0	6	0	0
OTU_146	0	5	9	3	3	1	4	1	6	2	2	0	9	3	2	19	5	4	0	8	11	7	0	0	1	0	3	3	14	0	0	12	19	2	5	2	7	0	7	1	1	4	2	0	0	8	13	10	2	8	21
OTU_147	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_148	0	4	1	0	0	0	0	0	9	1	2	0	0	0	0	0	11	0	0	30	0	0	2	0	0	0	0	24	1	0	0	1	3	4	0	0	0	0	2	1	0	0	2	0	0	0	8	2	135	0	0
OTU_149	0	0	0	0	0	0	1	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
OTU_150	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
OTU_151	0	3	0	0	2	0	0	1	0	1	6	0	3	0	0	26	0	0	0	18	0	0	0	0	0	1	1	51	31	2	0	5	0	6	0	0	0	0	0	0	0	0	8	0	0	20	29	5	13	0	4
OTU_152	0	0	0	3	20	0	0	0	0	0	0	0	9	0	0	24	0	0	0	0	0	0	2	0	53	56	4	0	0	10	1	6	0	0	0	0	0	3	0	1	0	5	0	0	37	0	1	0	0	0	0
OTU_153	0	0	0	1	0	19	0	0	0	0	0	21	13	1	1	0	0	1	0	0	0	0	8	2	0	0	0	0	0	6	0	1	2	2	0	0	5	2	3	0	14	97	0	0	8	16	10	0	0	0	0
OTU_154	0	0	0	0	8	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	30	4	101	1	0	18	0	0	0	0	0	0
OTU_155	0	0	0	1	41	6	0	0	0	12	8	0	0	0	2	0	0	0	0	0	0	0	5	5	4	6	0	0	0	25	1	0	2	60	0	6	5	0	0	0	2	5	4	5	2	19	2	0	0	0	0
OTU_156	0	0	0	0	0	3	0	0	0	40	1	0	2	0	4	0	0	0	16	0	0	0	51	0	0	4	3	2	0	1	0	0	0	7	0	0	7	2	0	0	0	7	1	1	4	0	1	0	66	1	0
OTU_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	137
OTU_158	0	0	0	15	7	1	0	0	0	11	1	0	1	0	7	1	0	3	0	0	0	9	6	8	7	25	0	0	0	1	7	0	0	27	0	15	2	25	1	7	4	2	0	0	9	3	16	0	3	0	0
OTU_159	0	0	0	0	2	5	0	0	0	0	3	0	0	0	7	10	0	0	0	0	0	0	2	18	2	13	0	3	0	5	12	0	0	5	0	0	0	16	1	1	0	26	0	0	2	0	85	0	0	0	0
OTU_160	0	0	0	3	7	123	0	0	0	0	6	0	0	0	7	0	6	4	3	0	0	0	0	11	0	0	0	0	5	0	1	0	0	5	0	0	0	2	0	0	8	15	0	0	5	6	0	0	0	0	0
OTU_161	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_162	0	0	7	0	3	0	0	0	3	1	0	0	0	0	0	0	19	0	0	12	9	3	0	0	0	0	0	4	2	0	0	1	0	0	0	4	5	0	0	3	0	0	0	0	0	0	2	0	137	0	0
OTU_163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	109
OTU_164	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	5	3	0	1	0	0	1	0	0	0	0	2	0	0	3	0	0	0	187	0	0
OTU_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	164	33
OTU_166	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
OTU_167	0	0	0	0	79	0	0	0	0	0	43	0	0	0	0	0	0	0	0	1	0	0	1	8	0	1	0	0	3	0	0	0	0	0	0	0	1	5	1	1	1	9	48	0	1	0	0	0	0	0	3
OTU_168	0	7	4	0	3	1	1	4	12	0	2	0	1	1	0	22	17	3	1	8	3	2	1	0	0	0	4	5	3	4	0	9	3	7	2	6	3	0	2	3	0	1	10	0	0	6	11	2	4	1	23
OTU_169	0	0	0	0	0	0	0	2	52	0	0	0	0	1	1	10	6	6	3	27	27	7	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	1	0	0	4	0	13	33	0
OTU_170	0	1	0	0	0	2	1	3	22	0	0	0	0	0	0	5	47	1	2	37	0	3	0	0	2	0	1	19	4	0	0	1	3	11	4	4	2	0	3	0	1	2	4	0	0	7	0	0	1	9	0
OTU_171	0	0	0	0	0	0	0	0	9	5	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	5	80	17	0	0	1	12	0	2	0	3	0	0	0	0	3	8	0	0	8	25	11	4	0	0
OTU_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
OTU_173	0	0	0	0	2	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0	7	0	11	1	0	0	0	0	0	0	0	0	36	0	3	0	8	95	1	0	0	3	0	0	0	0	0	0
OTU_174	0	0	0	0	26	4	0	0	0	0	0	0	0	0	12	2	0	23	0	0	0	0	6	10	0	2	0	0	0	0	13	0	0	0	0	28	0	2	0	0	37	33	0	0	0	0	0	0	0	0	0
OTU_175	0	0	0	11	54	5	0	0	0	0	2	2	9	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	6	41	0	47	0	6	0	0
OTU_176	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	6	0	0	0	2	0	0	0	0	0	2	0	29	7	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	2	0	2	74	53
OTU_177	0	0	0	3	6	20	1	0	0	0	4	4	1	0	15	0	0	0	1	0	0	0	9	5	0	5	0	0	1	35	16	0	0	5	0	9	2	4	0	0	1	15	0	0	1	12	9	0	12	0	0
OTU_178	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	173	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_179	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	3	0	44	0	0	0	0
OTU_180	0	8	1	1	1	0	2	1	18	3	1	0	3	0	0	24	5	2	0	5	2	3	0	0	0	0	12	6	7	0	0	9	5	13	2	1	5	0	4	1	0	0	6	0	0	21	1	4	3	0	5
OTU_181	0	0	0	6	7	78	0	0	0	0	0	7	4	0	4	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	6	2	0	0	0	1	0	2	1	0	1	7	2	2	1	7	35	0	0	0	0
OTU_182	0	0	0	5	2	0	0	0	0	0	4	0	3	7	1	2	0	0	0	0	0	4	4	0	61	9	4	0	1	2	20	2	0	5	0	0	0	3	0	2	0	17	0	0	4	0	0	0	16	0	0
OTU_183	0	0	0	0	26	89	0	0	0	5	4	0	0	0	0	1	0	0	2	0	0	0	5	3	0	4	0	1	4	2	1	0	0	0	0	4	2	0	0	1	2	8	0	0	1	7	5	0	1	0	0
OTU_184	0	3	4	1	0	2	2	1	9	9	1	0	3	0	0	11	3	8	0	11	4	18	0	0	1	0	2	4	3	0	0	13	6	3	1	0	5	0	1	0	0	4	3	0	0	2	4	8	3	0	21
OTU_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_186	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	8	12	3	0	4	5	8	1	0	0	0	2	28	9	2	0	5	0	1	1	0	0	0	1	3	0	0	7	0	0	10	18	4	2	32	0
OTU_187	0	0	0	0	12	43	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	8	2	1	0	0	0	0	35	23	0	0	0	0	0	0	1	2	1	2	25	0	0	0	0	3	0	0	0	0
OTU_188	0	6	0	0	2	0	0	0	0	0	0	0	4	0	0	1	18	1	0	49	0	3	0	0	0	0	1	9	7	0	0	0	31	11	1	2	2	0	0	0	0	0	3	0	0	4	4	3	3	0	0
OTU_189	0	0	0	21	1	7	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	6	0	0	0	0	0	12	34	0	0	2	0	0	23	24	0	0	0	24	4	0	1	1	0	0	0	0	0
OTU_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0
OTU_191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	33
OTU_192	0	0	0	0	42	0	0	0	0	0	0	2	1	0	3	2	0	0	0	0	0	0	0	0	0	5	0	2	0	24	3	0	0	3	0	0	10	1	0	1	1	1	0	0	12	42	4	0	0	0	0
OTU_193	0	0	0	29	5	0	0	0	0	0	0	2	0	0	8	65	0	0	0	0	0	0	0	0	9	0	4	0	0	0	3	0	0	0	0	2	0	23	2	2	2	0	0	0	1	0	0	0	1	0	0
OTU_194	0	1	2	0	0	0	0	0	14	0	0	0	2	1	0	3	3	0	0	10	2	0	0	0	0	1	3	45	18	0	0	0	4	0	0	6	4	0	0	0	0	0	4	0	0	8	19	0	8	0	0
OTU_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	82
OTU_196	0	0	0	0	41	0	0	0	0	2	5	0	4	0	0	7	0	7	0	0	0	0	0	12	2	12	0	0	4	0	1	0	1	0	0	1	6	2	0	7	25	2	1	0	7	3	4	0	0	0	0
OTU_197	0	0	0	3	2	0	0	0	0	0	0	25	0	13	2	4	0	0	0	0	0	0	4	3	0	0	0	0	0	12	38	0	0	12	0	0	0	0	0	0	3	0	0	0	3	0	31	0	0	0	0
OTU_198	0	0	0	17	31	2	0	0	0	0	0	1	0	2	3	4	0	0	4	0	0	0	9	0	5	0	0	1	10	0	13	0	0	1	0	0	7	11	0	12	0	15	0	1	0	2	0	0	2	0	0
OTU_199	0	0	0	1	0	0	0	0	4	0	2	0	1	0	0	8	29	28	0	0	0	0	0	0	0	0	2	35	5	2	0	2	0	0	0	0	5	0	0	0	2	0	2	0	1	1	9	2	3	0	9
OTU_200	0	0	0	0	10	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	5	2	0	0	30	0	0	0	39	0	2	7	3	0	0	9	0	24	0	0	0	0
OTU_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	121
OTU_202	0	0	0	0	63	0	0	0	0	0	0	0	3	0	1	5	0	0	0	0	0	0	0	0	6	51	0	0	0	0	1	0	0	0	0	6	0	7	0	0	1	0	0	0	3	0	2	0	0	0	0
OTU_203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	88
OTU_204	0	0	2	1	0	0	2	0	0	0	0	0	14	0	0	42	0	0	0	20	1	0	3	0	0	0	0	0	0	0	0	0	1	10	2	1	2	0	1	0	0	0	3	0	0	1	0	0	0	39	2
OTU_205	0	0	0	0	0	0	0	1	68	0	0	0	4	0	0	4	4	0	0	38	5	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	3	2	1	2	0	0	0	0	0	0	2	0	4	0	0
OTU_206	0	0	0	0	0	3	0	0	0	7	0	7	0	0	20	0	0	12	1	0	0	0	10	1	0	0	0	2	0	0	0	0	0	5	0	18	22	5	0	3	0	6	0	0	3	19	0	0	0	0	0
OTU_207	0	0	0	5	0	0	0	0	0	0	12	3	0	0	5	17	0	0	0	0	0	0	0	0	26	0	0	0	0	13	0	0	0	0	0	9	3	1	0	0	3	1	0	0	11	0	0	1	34	0	0
OTU_208	13	0	0	1	7	0	0	0	0	0	0	0	0	0	3	14	0	1	0	0	0	0	1	3	1	3	0	11	0	2	10	0	0	24	0	0	4	6	0	20	0	15	2	0	2	0	0	0	1	0	0
OTU_209	0	3	5	1	0	1	0	1	5	1	1	0	2	0	0	9	5	2	0	4	5	5	2	0	0	0	0	6	6	1	0	4	4	1	4	3	2	0	2	2	1	4	5	1	0	8	8	4	4	8	10
OTU_210	0	0	0	2	5	0	0	0	0	0	2	34	0	3	4	0	0	0	6	0	0	0	1	0	2	13	0	0	0	28	3	5	0	0	0	0	0	2	0	2	0	4	0	1	9	0	0	0	12	0	0
OTU_211	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_212	0	0	0	1	8	1	0	0	0	0	14	1	0	0	1	0	0	0	1	0	0	0	0	0	71	2	0	0	0	4	4	3	0	0	0	0	0	4	0	1	2	7	0	0	7	0	0	0	4	0	0
OTU_213	0	0	0	0	5	44	0	0	0	2	2	2	0	0	1	1	0	1	21	0	0	0	7	3	0	0	0	0	7	5	0	0	0	0	0	9	0	6	0	0	5	1	0	0	5	2	0	1	0	0	0
OTU_214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	31
OTU_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	9
OTU_216	0	0	0	0	7	0	0	0	0	0	5	7	9	0	1	5	0	1	0	0	0	0	0	0	10	50	0	1	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	24	0	0	0	0	0	0
OTU_217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	122
OTU_218	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	51	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0
OTU_219	0	0	0	77	4	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	1	0	10	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	2	0	4	2	0	5	0	0	0	0
OTU_220	0	0	0	6	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	7	9	3	0	0	0	73	0	0	0	0	0	0
OTU_221	0	0	0	0	2	5	0	0	0	0	0	6	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	2	2	87	0	0	0	0	0	1	0	0	1	0	0	4	2	0	1	0	4	0	0
OTU_222	0	0	0	2	18	4	0	0	0	0	1	5	8	0	0	2	0	0	1	0	0	1	32	0	6	11	0	0	0	1	1	0	0	0	0	0	0	0	0	3	1	1	0	0	10	0	1	0	13	0	0
OTU_223	0	0	0	0	22	0	0	0	0	0	15	0	0	0	1	7	0	0	0	1	0	11	0	2	2	4	0	0	1	4	5	0	0	0	0	0	12	7	0	4	1	4	0	0	0	10	6	0	2	0	0
OTU_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_226	0	0	0	0	0	3	0	0	0	0	0	1	0	0	13	0	0	17	0	0	0	0	1	0	0	18	0	0	0	3	1	0	0	4	0	2	0	3	7	13	16	13	0	0	3	0	0	0	0	0	0
OTU_227	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	38
OTU_228	0	0	0	1	18	2	0	0	0	0	1	0	2	0	7	0	0	3	4	0	0	2	1	1	0	0	0	0	1	1	4	0	0	2	0	0	0	2	0	1	0	50	0	0	6	0	0	0	8	0	0
OTU_229	0	0	0	0	0	59	0	0	0	1	4	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	6	1	3	1	5	14	12	0	0	0	0	0	0	0	0	0
OTU_230	0	0	0	0	0	0	0	0	0	0	1	3	8	0	9	20	0	0	0	0	0	0	2	0	16	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	29	0	0
OTU_231	0	2	0	0	0	0	0	1	10	0	2	0	0	0	0	21	0	0	1	13	2	3	0	0	0	0	0	17	15	0	0	0	0	4	0	0	0	0	0	0	2	4	2	0	1	1	8	1	6	0	0
OTU_232	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	13	0	0	0	0	0	0	31	0	1	4	0	1	0	0	0	12	0	6	0	0	0	2	3	6	0	22	0	0	6	0	0	1	1	0	0
OTU_233	0	0	0	0	50	4	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	5	7	0	0	0	2	0	0	0	0	0	3	0	0	0	4	5	1	21	2	0	0	1	0	0	0	0	0	0
OTU_234	0	0	0	9	0	11	0	0	0	10	0	0	2	0	7	0	0	0	0	0	0	0	4	2	0	0	0	1	0	3	12	0	0	3	0	0	15	15	0	2	3	8	0	1	3	0	1	0	0	0	0
OTU_235	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	12	0	8	1	7	50	3	0	0	2	0	0	0	0	0	0
OTU_236	0	5	1	1	4	1	1	1	1	1	0	0	2	0	0	5	4	3	0	0	3	0	1	0	0	0	5	5	4	2	1	7	6	2	2	1	8	0	0	0	1	0	3	0	0	4	4	2	2	2	16
OTU_237	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	7	73	26
OTU_238	0	3	1	1	1	0	0	0	6	4	1	0	6	0	1	9	2	2	1	3	5	3	0	0	1	0	0	2	3	0	0	3	2	5	6	2	6	0	3	0	0	1	2	0	0	3	1	3	3	3	12
OTU_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	21	1	0	0	0	2	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	92	0	0	0	0	0	0	9	0
OTU_241	0	0	0	0	2	8	0	0	0	0	3	5	0	0	4	5	0	2	2	0	0	0	1	5	4	5	0	0	0	5	2	0	0	4	0	9	0	10	7	0	7	9	0	0	1	5	3	0	0	0	0
OTU_242	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	12	5	0	0	8	0	0	0	0	0	0	0	14	16	0	0	3	0	1	0	3	0	0	0	0	0	2	5	0	1	7	14	6	5	0	0
OTU_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	98	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0
OTU_244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	100	0
OTU_245	0	0	0	1	0	49	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	7	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU_246	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	9	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	60	0	0	0	0
OTU_247	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	6	0	0	0	0	0	0	1	0	0	0	2	49	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	10	3	0	0	17
OTU_248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_249	0	0	0	1	11	41	0	0	0	3	10	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	6	1	0	0	2	1	7	0	0	1	5	4	0	2	0	0
